,subjectivity,polarity,timestamp
0,66.38115764299997,5.184502255999998,2021-01-02
1,5.8625,1.4302777790000003,2021-01-03
2,1.722222222,-0.28888888900000004,2021-01-04
3,65.90530844199998,8.80923299,2021-01-28
4,734.0384556980009,72.78989312599997,2021-01-29
5,79.17855008300002,5.050013679000001,2021-01-30
6,75.96950636999996,9.969899514,2021-01-31
7,95.6606908390001,19.768387311000005,2021-02-02
8,14.904539073,4.2965598289999996,2021-02-03
9,3.094444444,0.4733940970000001,2021-02-04
10,4.001190476,1.313690476,2021-02-13
11,5.167142857,-0.808809524,2021-02-14
12,0.0,0.0,2021-02-15
13,0.330357143,0.142857143,2021-02-16
14,2.7720151520000003,-0.45226767599999995,2021-02-17
15,6.2502525250000005,0.8741792919999999,2021-02-18
16,7.372123015999999,1.4306096679999998,2021-02-19
17,6.13154762,2.797619047,2021-02-20
18,7.379828041,0.695171958,2021-02-21
19,3.577777777,0.40388888900000003,2021-02-22
20,9.689484125999998,1.854428211,2021-02-23
21,6.299098123999999,2.004689754,2021-02-24
22,15.052149474,1.79241743,2021-02-25
23,35.625805074,4.750538831999999,2021-02-26
24,14.782103174000003,3.9331186870000003,2021-02-27
25,4.024098124,1.5452589509999999,2021-02-28
26,150.26341510500006,24.998924674000016,2021-03-02
27,26.676435184000002,-2.672466932999999,2021-03-03
28,0.8541666670000001,0.715625,2021-03-04
29,11.389006132,3.343046537,2021-03-13
30,12.273602093,4.600622294999999,2021-03-14
31,3.5638888890000002,1.136736111,2021-03-15
32,12.393915344,3.5048325510000002,2021-03-16
33,12.602164501,3.703750675,2021-03-17
34,8.518542568,-0.31351010300000004,2021-03-18
35,7.564478115000001,2.19638047,2021-03-19
36,3.1999999999999997,0.441666667,2021-03-20
37,3.65,0.7125,2021-03-21
38,2.276111111,-0.23527777799999997,2021-03-22
39,2.7319444440000002,0.9833333330000001,2021-03-23
40,7.553055556,-0.4568055550000002,2021-03-24
41,9.669074072999999,0.8898842580000005,2021-03-25
42,11.126731602000003,1.341233765,2021-03-26
43,8.215399531,1.9881583689999998,2021-03-27
44,2.286111111,-0.22361111100000003,2021-03-28
45,1.75,0.3,2021-03-29
46,2.0,1.9500000000000002,2021-03-30
47,0.5,0.0,2021-03-31
48,69.467806173,5.920135521999999,2021-04-02
49,17.729523809,2.0059523809999997,2021-04-03
50,0.283333333,0.25,2021-04-04
51,151.6529247160001,15.295492016,2021-05-02
52,17.965401036,0.0576080759999999,2021-05-03
53,0.46666666700000003,0.175,2021-05-04
54,170.45040314400003,18.805496709999996,2021-06-02
55,19.115239299000006,2.6651237070000002,2021-06-03
56,38.84556757699998,5.988912037000002,2021-07-02
57,5.988888889,2.310221355,2021-07-03
58,15.661736411000003,-2.3255959899999996,2021-08-02
59,5.829001323,0.06008597799999996,2021-08-03
60,6.751420455,0.9202178030000001,2021-09-02
61,19.49638889,2.186666667,2021-09-03
62,10.992839106000002,-1.051453825,2021-10-02
63,31.925404641999986,2.388194744,2021-10-03
64,3.120454545,1.109090909,2021-11-02
65,33.255363036999995,5.555361435000001,2021-11-03
66,2.113392857,0.3488095239999999,2021-12-02
67,16.041845237999997,-0.024609996999999995,2021-12-03
